thumb,index,middle,ring,pinky,class
2676.02098,243.40058,7232.92032,6589.676,6268.5306,one
2768.54284,876.4406,6407.79499,6178.41613,5649.36479,one
3161.02722,2072.84406,6917.00288,6849.30909,6182.87525,one
4357.19669,914.16602,6662.56043,6490.74549,6006.71693,one
3007.47601,332.82412,6508.89014,6252.47349,6129.233,one
3073.22284,1202.95848,6463.66904,6162.94003,5781.76729,one
2355.47773,818.50545,6215.53918,5877.51237,6145.38051,one
698.24724,1688.04474,6628.37461,6369.0975,6267.78805,one
3582.13676,1649.52398,6459.08137,6220.58627,5712.21387,one
2112.64991,489.23925,6311.8209,6137.93307,5866.77599,one
3826.18411,1075.33924,6187.02304,5986.26366,5546.29505,one
2246.5837,982.04621,6220.58492,5934.97817,6013.45334,one
2613.49281,265.71839,6574.74968,6275.00746,5752.75496,one
2503.49579,741.68048,6443.38667,6151.93129,6109.7945,one
3498.79547,1581.96693,6768.76632,6290.65019,5710.42551,one
1989.5207,872.87909,6496.80686,6185.96881,6310.41416,one
2295.36868,1363.51341,7561.34376,6910.05833,6582.25523,one
3410.29141,1304.59979,6597.07721,6337.08733,6124.11752,one
3111.83657,476.33915,6258.25204,6076.37052,6087.26402,one
3114.06712,1547.35895,7038.82341,6471.63035,6037.54048,one
1262.17369,212.41889,5817.83403,5942.26982,6346.30651,one
3324.11228,1655.92665,6932.24307,6338.8604,5928.35961,one
